Ypos,Zpos,Scan_min,Sel_x_min,Sel_z_min
36.0,37.5,0.68821173772069,-2.25,11.25
36.0,37.75,0.55837724025458,-2.25,18.0
36.0,38.0,0.26418851229239,-2.25,22.5
36.0,38.25,0.5940615315526,-4.5,27.0
36.0,38.5,0.25209622361347,-4.5,31.5
36.0,38.75,0.32814341273489,-6.75,29.25
36.25,31.25,0.7309406097032,-15.75,-22.5
36.25,31.5,0.74187071682401,-13.5,-29.25
36.25,31.75,0.7345975097926,-13.5,-29.25
36.25,32.0,0.7324857762777,-11.25,-24.75
36.25,32.25,0.47580822656405,-9.0,-18.0
36.25,32.5,0.47001958797177,-6.75,-13.5
36.25,32.75,0.60322782157285,-4.5,-11.25
36.25,33.0,0.56466981002371,-4.5,-6.75
36.25,33.25,0.22587749039563,-2.25,-4.5
36.25,33.5,0.39005290938844,-2.25,-2.25
36.25,33.75,0.72761770154103,-2.25,-2.25
36.25,34.0,0.55019868736902,0.0,0.0
36.25,34.25,0.31935773990144,0.0,0.0
36.25,34.5,0.098625883516686,0.0,0.0
36.25,34.75,0.072739611107503,0.0,0.0
36.25,35.0,0.15708481231365,0.0,0.0
36.25,35.25,0.29112116067844,0.0,0.0
36.25,35.5,0.37034816742988,0.0,0.0
36.25,35.75,0.46734074617512,0.0,0.0
36.25,36.0,0.46127172286734,0.0,0.0
36.25,36.25,0.67416126667454,-2.25,0.0
36.25,36.5,0.62855170262984,-2.25,2.25
